12/05-00:09:29.135478 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51349,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,3877,204,208896,,,,
12/05-00:09:30.136295 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51349,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,38240,204,208896,,,,
12/05-00:09:31.136692 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51349,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,61968,204,208896,,,,
12/05-00:09:32.137406 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51349,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,30597,204,208896,,,,
12/05-00:11:11.105320 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,56288,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xB3,Priority: 3,,,,,1,0,62773,165,168960,,,,
12/05-00:11:29.134219 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,52480,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,32891,204,208896,,,,
12/05-00:11:30.134635 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,52480,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,36091,204,208896,,,,
12/05-00:11:31.135118 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,52480,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,22867,204,208896,,,,
12/05-00:11:32.135496 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,52480,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,42692,204,208896,,,,
12/05-00:13:29.134484 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,53389,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,47829,204,208896,,,,
12/05-00:13:30.135162 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,53389,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,57509,204,208896,,,,
12/05-00:13:31.135835 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,53389,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,54656,204,208896,,,,
12/05-00:13:32.136444 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,53389,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,42750,204,208896,,,,
12/05-00:15:13.759131 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,18:3E:EF:E3:19:83,FF:FF:FF:FF:FF:FF,0x156,Priority: 3,,,,,255,0,22713,328,73732,,,,
12/05-00:15:15.799401 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,18:3E:EF:E3:19:83,FF:FF:FF:FF:FF:FF,0x156,Priority: 3,,,,,255,0,22714,328,73732,,,,
12/05-00:15:18.725184 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57879,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,42316,204,208896,,,,
12/05-00:15:18.966031 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,00:1C:42:18:C7:31,FF:FF:FF:FF:FF:FF,0x166,Priority: 3,,,,,64,192,0,344,90116,,,,
12/05-00:17:56.156422 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57879,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,45151,204,208896,,,,
12/05-00:17:56.529525 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,00:1C:42:62:CF:B7,FF:FF:FF:FF:FF:FF,0x157,Priority: 3,,,,,64,192,0,329,74756,,,,
12/05-00:17:56.538883 ,1,527,8,BAD-TRAFFIC same SRC/DST,,::,,ff02::16,,00:1C:42:62:CF:B7,33:33:00:00:00:16,0x5A,Priority: 3,,,,,1,0,256,36,36864,143,0,0,1
12/05-00:17:57.106991 ,1,527,8,BAD-TRAFFIC same SRC/DST,,::,,ff02::16,,00:1C:42:62:CF:B7,33:33:00:00:00:16,0x5A,Priority: 3,,,,,1,0,256,36,36864,143,0,0,1
12/05-00:17:57.174304 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57879,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,8405,204,208896,,,,
12/05-00:17:57.458713 ,1,527,8,BAD-TRAFFIC same SRC/DST,,::,,ff02::1:ff44:c057,,00:1C:42:62:CF:B7,33:33:FF:44:C0:57,0x56,Priority: 3,,,,,255,0,0,32,32768,135,0,0,0
12/05-00:17:58.167979 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57879,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,3326,204,208896,,,,
12/05-00:19:55.154085 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,65295,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,25622,204,208896,,,,
12/05-00:19:56.154429 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,65295,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,60241,204,208896,,,,
12/05-00:19:57.154612 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,65295,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,29061,204,208896,,,,
12/05-00:19:58.154801 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,65295,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,39702,204,208896,,,,
12/05-00:21:55.151933 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54094,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,47975,204,208896,,,,
12/05-00:21:56.151904 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54094,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,17607,204,208896,,,,
12/05-00:21:57.152607 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54094,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,46524,204,208896,,,,
12/05-00:21:58.152553 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54094,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,26109,204,208896,,,,
12/05-00:23:55.150582 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64566,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,35592,204,208896,,,,
12/05-00:23:56.150673 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64566,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,16153,204,208896,,,,
12/05-00:23:57.151077 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64566,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,27452,204,208896,,,,
12/05-00:23:58.151453 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64566,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,11366,204,208896,,,,
12/05-00:25:55.147373 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59184,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,42894,204,208896,,,,
12/05-00:25:56.147446 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59184,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,56605,204,208896,,,,
12/05-00:25:57.147749 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59184,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,25703,204,208896,,,,
12/05-00:25:58.148290 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59184,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,49796,204,208896,,,,
12/05-00:27:55.145307 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54059,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,63439,204,208896,,,,
12/05-00:27:56.146017 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54059,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,25725,204,208896,,,,
12/05-00:27:57.146236 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54059,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,13748,204,208896,,,,
12/05-00:27:58.146716 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,54059,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,39037,204,208896,,,,
12/05-00:29:35.672142 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57278,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xB3,Priority: 3,,,,,1,0,39537,165,168960,,,,
12/05-00:29:55.194493 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51018,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,30271,204,208896,,,,
12/05-00:29:56.194964 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51018,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,1731,204,208896,,,,
12/05-00:29:57.195590 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51018,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,50294,204,208896,,,,
12/05-00:29:58.196144 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51018,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,28071,204,208896,,,,
12/05-00:31:55.194186 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64318,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,12544,204,208896,,,,
12/05-00:31:56.194491 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64318,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,46471,204,208896,,,,
12/05-00:31:57.194701 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64318,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,5002,204,208896,,,,
12/05-00:31:58.195373 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,64318,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,17989,204,208896,,,,
12/05-00:33:55.195340 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,50431,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,10280,204,208896,,,,
12/05-00:33:56.195663 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,50431,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,38893,204,208896,,,,
12/05-00:33:57.195850 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,50431,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,51,204,208896,,,,
12/05-00:33:58.196074 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,50431,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,49790,204,208896,,,,
12/05-00:35:55.198302 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59169,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,31363,204,208896,,,,
12/05-00:35:56.196734 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59169,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,9865,204,208896,,,,
12/05-00:35:57.197090 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59169,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,29036,204,208896,,,,
12/05-00:35:58.197857 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,59169,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,43671,204,208896,,,,
12/05-00:37:55.190805 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,63392,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,36437,204,208896,,,,
12/05-00:37:56.191381 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,63392,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,12748,204,208896,,,,
12/05-00:37:57.192082 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,63392,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,21577,204,208896,,,,
12/05-00:37:58.192860 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,63392,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,10400,204,208896,,,,
12/05-00:39:55.190315 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57269,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,27722,204,208896,,,,
12/05-00:39:56.190537 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57269,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,16207,204,208896,,,,
12/05-00:39:57.190618 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57269,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,58416,204,208896,,,,
12/05-00:39:58.191010 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,57269,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,55713,204,208896,,,,
12/05-00:40:36.650933 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,3C:9B:D6:C1:A2:D4,FF:FF:FF:FF:FF:FF,0x24E,Priority: 3,,,,,64,0,0,576,65544,,,,
12/05-00:40:39.722909 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,3C:9B:D6:C1:A2:D4,FF:FF:FF:FF:FF:FF,0x24E,Priority: 3,,,,,64,0,0,576,65544,,,,
12/05-00:40:39.722909 ,1,527,8,BAD-TRAFFIC same SRC/DST,UDP,0.0.0.0,68,255.255.255.255,67,3C:9B:D6:C1:A2:D4,FF:FF:FF:FF:FF:FF,0x24E,Priority: 3,,,,,64,0,0,576,65544,,,,
12/05-00:41:55.189340 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,55722,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,32883,204,208896,,,,
12/05-00:41:56.189680 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,55722,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,31227,204,208896,,,,
12/05-00:41:57.189905 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,55722,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,59781,204,208896,,,,
12/05-00:41:58.190494 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,55722,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,37246,204,208896,,,,
12/05-00:43:55.187465 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51080,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,59590,204,208896,,,,
12/05-00:43:56.188398 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51080,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,44842,204,208896,,,,
12/05-00:43:57.188462 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51080,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,8291,204,208896,,,,
12/05-00:43:58.189076 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51080,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,54413,204,208896,,,,
12/05-00:44:46.189046 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,51712,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xB3,Priority: 3,,,,,1,0,25011,165,168960,,,,
12/05-00:45:55.185988 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,62934,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,20665,204,208896,,,,
12/05-00:45:56.186287 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,62934,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,15539,204,208896,,,,
12/05-00:45:57.186524 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,62934,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,17948,204,208896,,,,
12/05-00:45:58.186600 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,62934,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,53225,204,208896,,,,
12/05-00:47:55.186317 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,49825,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,52211,204,208896,,,,
12/05-00:47:56.186850 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,49825,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,43425,204,208896,,,,
12/05-00:47:57.187089 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,49825,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,37152,204,208896,,,,
12/05-00:47:58.187280 ,1,1917,6,SCAN UPnP service discover attempt,UDP,192.168.1.251,49825,239.255.255.250,1900,18:3E:EF:E3:19:83,01:00:5E:7F:FF:FA,0xDA,Priority: 3,,,,,1,0,17257,204,208896,,,,
